code,ticker,company_name,sector,best_variant,theme_text_regenerated,theme_text_regenerated_compact
2150,2150.T,ケアネット,サービス業,theme_bodyleft,"7 312 【 株 式 】 & 肥 飛 【 株 1 朝 6 , 5 名 く な 肥 〉 5 ・ 1 1 07 ) 5 一 生 3 〉 , ク ・ オ 屮 = , ー ヨ ー ク ・ 第 → ー 17.1 21.1 Ⅱ 己 資 本 Ⅱ 0 認 ア ス テ ム 幻 3 5 高 値 07 、 皿 2 物 「 6 JP モ ル ン ・ チ , ー ス ・ バ 1 ( 5 【 指 標 等 】 く 肥 〉 」 PM ・ L ・ ( ロ ン ド ン ) プ 義 ・ 安 日 ・ ・ ROE 14 ・ 予 1 ー ラ ン チ 覊 Ⅱ 7 ム 5 2 4 6 ROA ー 予 11. 脇 日 本 カ ス ト デ ィ ( 景 ロ Ⅱ 7 ム 5 7 調 株 益 一 円 ケ ー エ ス ケ ー 18 3 4 最 純 益 ( 肥 ) 1 7 バ イ タ ル ネ ッ ト 1 例 ー 7 0 ル ス","7312【株式】&肥飛【株1朝6,5名くな肥〉5・1107)5一生3〉,ク・オ屮=,ーヨーク・第→ー17.121.1Ⅱ己資本Ⅱ0認アステム幻35高値07、皿2物「6JPモルン・チ,ース・バ1(5【指標等】く肥〉」PM・L・(ロンドン)プ義・安日・・ROE14・予1ーランチ覊Ⅱ7ム5246ROAー予11.脇日本カストディ(景ロⅡ7ム57調株益一円ケーエスケー1834最純益(肥)17バイタルネット1例ー70ルス"
2152,2152.T,幼児活動研究会,サービス業,theme_bodyleft,"ー 7 冊 .6 広 ー よ 1 冊 .8 舸 → ( 18 D ー → 仕 9 【 株 式 】 & 乢 7 【 株 主 1 物 い 49 名 く 幻 コ 〉 庸 山 1 1 1 当 Ⅱ Partners 2 1 2 1 & 6 い Ⅱ 己 資 本 9 , 光 通 信 ロ ) 本 比 自 社 従 業 員 持 株 会 側 引 3 ⅱ 下 孝 ム 5 0 ア イ ザ リ 券 2 1 1 引 4 1 【 指 標 等 】 く 43 〉 沖 小 企 業 衂 加 ( ) 2 ー 肥 1410 1 調 株 益 韻 益 ( 幻 .3 ) 1 , 079 ・ 、 ( 0 年 満 00 ) 0 チ 0 【 役 員 山 下 孝","ー7冊.6広ーよ1冊.8舸→(18Dー→仕9【株式】&乢7【株主1物い49名く幻コ〉庸山111当ⅡPartners2121&6いⅡ己資本9,光通信ロ)本比自社従業員持株会側引3ⅱ下孝ム50アイザリ券211引41【指標等】く43〉沖小企業衂加()2ー肥14101調株益韻益(幻.3)1,079・、(0年満00)0チ0【役員山下孝"
2153,2153.T,Ｅ・Ｊホールディングス,サービス業,theme_bodyleft,"& 3 ー 7 2.0 6 コ 5 .11 .11 2 カ ( 幻 川 り OA) 【 株 式 】 & 0 【 株 主 ) 物 , 名 く な Ⅱ 〉 庸 1 阪 八 実 2 幻 ・ 9 一 日 衾 マ ス タ 日 一 生 而 日 ・ カ ス ト プ イ ー Ⅱ 己 資 本 一 小 谷 、 谷 満 俊 四 凵 幻 347 村 と 行 、 旧 16 0 川 響 「 5 1 ー ミ 井 住 友 信 ! 行 15 0.9 1 【 指 標 等 】 く 5 〉 小 谷 浩 治 15 ( の 高 安 呂 ・ 2 1 17 加 1 1 ・ 、 年 、 ( 5 年 満 2 ) ROE 1 予 11 ・ く 円 〉 ー : 勳 橆 調 株 益 韻 益 ( 5 ) 3321 【 役 員 小 谷 裕 司 第 野 、 00 チ ・ ・ 田 裕 尊 = 宮 ・ ・ 旧 0 ! , 谷 満 宰 を ′","&3ー72.06コ5.11.112カ(幻川りOA)【株式】&0【株主)物,名くなⅡ〉庸1阪八実2幻・9一日衾マスタ日一生而日・カストプイーⅡ己資本一小谷、谷満俊四凵幻347村と行、旧160川響「51ーミ井住友信!行150.91【指標等】く5〉小谷浩治15(の高安呂・2117加11・、年、(5年満2)ROE1予11・く円〉ー:勳橆調株益韻益(5)3321【役員小谷裕司第野、00チ・・田裕尊=宮・・旧0!,谷満宰を′"
2154,2154.T,オープンアップグループ,サービス業,theme_bodyleft,"19. 1 1 幻 . 4 東 P 舸 → ー 7 引 .3 9 , Ⅱ 己 資 本 3 日 本 カ ス ト デ れ ロ G79 7 【 株 式 】 & 91 , 7 【 株 1 肥 , 名 く な 肥 〉 庸 高 値 安 比 、 0 、 志 0 【 指 標 等 】 く 0 な 6 〉 ポ ス ト 刻 K 48 43 ・ 安 日 ・ ・ ROE 14 予 佐 藤 大 央 幻 4 2 幻 一 4 ROA 予 1 旧 ー ス テ ー ト ・ ス ト リ ー ト ・ バ ン ク & ト ご 調 ー 株 益 1 ス ト ( 0 ) 143 ( ー 幻 ー 2 韻 益 ( な 6 ) 9 , 5 認 く 外 国 〉 義 く 浮 動 株 〉 7 、 十 ・ 藤 大","19.11幻.4東P舸→ー7引.39,Ⅱ己資本3日本カストデれロG797【株式】&91,7【株1肥,名くな肥〉庸高値安比、0、志0【指標等】く0な6〉ポスト刻K4843・安日・・ROE14予佐藤大央幻42幻一4ROA予1旧ーステート・ストリート・バンク&トご調ー株益1スト(0)143(ー幻ー2韻益(な6)9,5認く外国〉義く浮動株〉7、十・藤大"
2156,2156.T,セーラー広告,サービス業,theme_bodyleft,"ー 7 匠 ー 5 4 」 舸 → ( 3 り OA) 1.3 15 2 一 村 本 比 41 ー WEST 18 ム 9 Ⅱ 己 資 本 一 6 川 銀 行 7.0 4 , 2 57 4 1 【 株 式 】 & 爲 【 株 和 4.3 〉 庸 37 妬 2 物 「 贔 第 日 動 火 災 10 【 指 標 等 】 く 23.3 〉 「 ロ 四 銀 9 1 4 3 ⅸ 益 ( 3 ) 四 7 【 、 ) 村 を 義 憲 川 2 37 41 ROA 予 & く 国 > 2 ー 勳 〉 Ⅱ 、 高 統 安 日 ・ ・ ROE 75 ー を & 中 広","ー7匠ー54」舸→(3りOA)1.3152一村本比41ーWEST18ム9Ⅱ己資本一6川銀行7.04,25741【株式】&爲【株和4.3〉庸37妬2物「贔第日動火災10【指標等】く23.3〉「ロ四銀9143ⅸ益(3)四7【、)村を義憲川23741ROA予&く国>2ー勳〉Ⅱ、高統安日・・ROE75ーを&中広"
2157,2157.T,コシダカホールディングス,サービス業,theme_bodyleft,"ー 7 ( 四 り OA) 1 & 幻 .7 Ⅱ 己 資 本 9 日 姦 イ ス タ 4 1 ・ 7 2 9.0 一 生 ノ ー ザ と ・ ト ラ ス ト ( AV 庇 ) リ ふ く る & 一 ー ョ ウ ザ ン 幻 2 飛 【 株 丿 , ()5 名 閉 2 〉 庸 Ⅷ 物 「 仕 ・ 般 社 団 1.1) 1 【 指 標 等 】 く 8 〉 ・ 般 社 団 法 人 SAC ) 高 安 日 ・ ・ ROE 31 予 な に ROA ー ム 予 1 凵 ー 社 団 法 人 SAC Ⅲ 、 託 2 ー 8 1 調 ー 株 益 79 ー ー ロ ー 7 韻 益 ( 幻 ) 73 例 野 村 証 券 戸 年 、 年 、 0 ト く 国 月 い 1 行 0.9","ー7(四りOA)1&幻.7Ⅱ己資本9日姦イスタ41・729.0一生ノーザと・トラスト(AV庇)リふくる&一ーョウザン幻2飛【株丿,()5名閉2〉庸Ⅷ物「仕・般社団1.1)1【指標等】く8〉・般社団法人SAC)高安日・・ROE31予なにROAーム予1凵ー社団法人SACⅢ、託2ー81調ー株益79ーーロー7韻益(幻)73例野村証券戸年、年、0トく国月い1行0.9"
2158,2158.T,ＦＲＯＮＴＥＯ,サービス業,theme_bodyleft,ガ 券 券 緡 証 . 宏 ン 報 券 券 一 券 ム ン 志 孑 橋 卞 本 一 上 天 ホ 井 カ モ 田 国 信 【 守 フ 池 楽 ? 松 鼬 世 外 投 儀 キ 、 0 生 一 柵 ( 安 者 1 者 ( ・ ー 8 い 乢 眈 ト 東 0,ガ券券緡証.宏ン報券券一券ムン志孑橋卞本一上天ホ井カモ田国信【守フ池楽?松鼬世外投儀キ、0生一柵(安者1者(・ー8い乢眈ト東0
2160,2160.T,ジーエヌアイグループ,医薬品,theme_bodyleft,"△ 1 引 舸 → △ 1 ー 7 2.9 仕 6 19. 幻 . 1 東 G 【 株 式 】 & 49 , 9 飛 【 株 , 76 く な 肥 > 1 匯 コ Ⅸ Y ・ GCM ク ラ イ ア ン FIP 務 く 02 生 3 〉 才 い シ ン グ 新 v 乢 町 Ⅱ 7 圏 去 7 阜 , ナ シ ョ ナ ル FS 1 ム ー Ⅱ 己 資 本 , 7 モ ル ガ ン ス タ ン レ ー S バ ー 島 安 比 0 、 = ー 0 1 側 2.0 10 5 楽 天 証 ( 4 響 「 5 , 7 B ・ WT 4 G3 肥 高 師 安 呂 ・ 2 1 + 5 名 メ + Ⅱ .4 【 指 標 等 】 く 0 肥 〉 膩 YM D 例 ( 1 ROE 四 ー 予 鵯 JP モ ル ガ ン ・ チ ェ ー ス ・ バ ROA 1 予 1 住 ハ ン ク ー 1 ( ー ① ⅸ 益 ( な 肥 ) 8 , の 一 一 レ ー 」 券 &. 0 )","△1引舸→△1ー72.9仕619.幻.1東G【株式】&49,9飛【株,76くな肥>1匯コⅨY・GCMクライアンFIP務く02生3〉才いシング新v乢町Ⅱ7圏去7阜,ナショナルFS1ムーⅡ己資本,7モルガンスタンレーSバー島安比0、=ー01側2.0105楽天証(4響「5,7B・WT4G3肥高師安呂・21+5名メ+Ⅱ.4【指標等】く0肥〉膩YMD例(1ROE四ー予鵯JPモルガン・チェース・バROA1予1住ハンクー1(ー①ⅸ益(な肥)8,の一一レー」券&.0)"
2162,2162.T,ｎｍｓ ホールディングス,サービス業,theme_bodyleft,"ー 7 7.6 4.8 4.0 .1 05 ) 07 、 東 S 14. 1 → ー Ⅱ ・ 4 【 株 式 】 & 21 , 6 【 株 1 , 7 名 く ① 庸 , , 宀 引 本 比 西 條 雅 明 村 仭 行 ′ 1 幻 9 缶 懼 り ← プ 社 員 持 0.9 高 安 日 ・ ・ ROE 予 ・ S B 一 証 券 0 2 ー 1 ROA 2 予 一 く 円 > 一 ー 勳 橆 4 ・ 4 幻 4 4 認 韻 益 ( 3 ) 1 , ・ 、 年 00 、 年 き 、 、 ) 朝 チ ・ ・ 9 役 員 小 野 文 盟 可","ー77.64.84.0.105)07、東S14.1→ーⅡ・4【株式】&21,6【株1,7名く①庸,,宀引本比西條雅明村仭行′1幻9缶懼り←プ社員持0.9高安日・・ROE予・SB一証券02ー1ROA2予一く円>一ー勳橆4・4幻44認韻益(3)1,・、年00、年き、、)朝チ・・9役員小野文盟可"
2163,2163.T,アルトナー,サービス業,theme_bodyleft,"ー 7 冊 .6 第 0 カ .1 17. 21 る Ⅱ 己 資 本 4 , 0 Ⅱ フ ィ デ リ テ イ ロ ー プ ラ イ 6 4 日 本 マ ス タ ヨ ・ ・ 日 6 "" 自 引 髭 持 食 。 1 関 ー 興 - ま ネ 幻 2 の 【 株 式 】 & 10 , 6 【 株 ド 刃 4 名 く 既 1> 庸 モ ル ガ ン 券 9 3 , ー テ ー ト . ス リ ー ト B T 07 ~ 和 ー 0 ( OM 叨 ー 18 ( ー 1 % 3 4 【 指 標 等 】 く 〉 バ ン ク ・ オ プ ・ ニ ュ ー ヨ ー ク ・ 高 師 安 呂 ・ ROE 予 ー メ ロ ン 14 儺 冊 16 ( ー 5 ) 2 % 278 14 ROA 17. 予 1 & 、 Y メ ロ ン GCM ク ラ イ ア ン 幻 加 49 調 株 益 一 円 ト M ・ ILMFE 15 4 74 最 純 益 ( 1) 1 , 1 張 替 則 14 ー コ","ー7冊.6第0カ.117.21るⅡ己資本4,0Ⅱフィデリテイロープライ64日本マスタヨ・・日6""自引髭持食。1関ー興-まネ幻2の【株式】&10,6【株ド刃4名く既1>庸モルガン券93,ーテート.スリートBT07~和ー0(OM叨ー18(ー1%34【指標等】く〉バンク・オプ・ニューヨーク・高師安呂・ROE予ーメロン14儺冊16(ー5)2%27814ROA17.予1&、YメロンGCMクライアン幻加49調株益一円トM・ILMFE15474最純益(1)1,1張替則14ーコ"
2164,2164.T,地域新聞社,サービス業,theme_bodyleft,0 21. ー 5 28 ー 諸 訂 カ △ 8.9 【 株 式 】 & 1 ー 7 49 工 ン ジ ェ ル ・ ト ー チ ( 【 株 主 1 4 名 く 幻 2 〉 庸 四 . 4 第 コ 2 第 瓢 : 1 1 21 く し 生 而 ネ ジ メ ン ト 国 16 7. 資 2 い 67 中 広 Ⅱ 己 資 本 174 ラ イ フ ィ ン 幻 グ ル ー プ 7 ダ イ オ ー ミ ウ ラ 国 5 1 【 指 標 等 】 4 8 〉 2 ー 戸 年 、 0 、 ( 0 年 前 、 ) 0 チ 0,021.ー528ー諸訂カ△8.9【株式】&1ー749工ンジェル・トーチ(【株主14名く幻2〉庸四.4第コ2第瓢:1121くし生而ネジメント国167.資2い67中広Ⅱ己資本174ライフィン幻グループ7ダイオーミウラ国51【指標等】48〉2ー戸年、0、(0年前、)0チ0
2168,2168.T,パソナグループ,サービス業,theme_bodyleft,"ー 5 10. ー & 1 → ー 16. ー 2 .7 ー 7 7.6 【 株 式 】 & 4168 【 株 ド 1 約 ・ ・ 名 く な Ⅱ 〉 部 工 ン タ ー プ ラ イ ズ 41 1 阪 部 蝠 之 M76 ( 4. ) 東 = 0 島 0 ま 比 -0 00000 、 00 皿 物 , 轟 呂 粤 % 卍 3 ー 叫 4 【 指 標 等 】 く 5 〉 日 本 カ ス ト デ ィ 信 」 ( 9 ) 高 安 日 ・ ROE 11. 予 CEPLUX イ ン ア イ ベ ン デ ン 2 2 40 ROA 2 予 ト U ロ 1 ゞ ・ 肥 ( の 1944 調 株 益 1 ク レ デ ィ こ ス イ る 港 ) ト ラ ス 戸 年 、 自 物 ~ 、 ) 0 、 ト . ト ・ JPMC385C•æ 例 ( 凵 )","ー510.ー&1→ー16.ー2.7ー77.6【株式】&4168【株ド1約・・名くなⅡ〉部工ンタープライズ411阪部蝠之M76(4.)東=0島0ま比-000000、00皿物,轟呂粤%卍3ー叫4【指標等】く5〉日本カストディ信」(9)高安日・ROE11.予CEPLUXインアイベンデン2240ROA2予トUロ1ゞ・肥(の1944調株益1クレディこスイる港)トラス戸年、自物~、)0、ト.ト・JPMC385C•æ例(凵)"
2169,2169.T,ＣＤＳ,サービス業,theme_wide,」 2 6 ( 9 ) (OA → 【 株 式 】 俐 【 株 ド 62 く な 貶 3 ー し ば ざ き 自 社 員 持 株 会 鴪 務 ) く 2 3 〉 市 Ⅱ ン イ デ リ テ ィ 凵 ー 資 本 8 : 日 本 マ ス タ ヨ 既 日 ー 3 ー 8 ィ 0 基 次 〉 & 2 く 瀞 24 3 ー ROA & く 24 ー ー 1 4 ー,」26(9)(OA→【株式】俐【株ド62くな貶3ーしばざき自社員持株会鴪務)く23〉市Ⅱンイデリティ凵ー資本8:日本マスタヨ既日ー3ー8ィ0基次〉&2く瀞243ーROA&く24ーー14ー
2170,2170.T,リンクアンドモチベーション,サービス業,theme_bodyleft,"ー 7 14. 4 14. 14. 東 P .9 第 → ー 韶 IO カ (OA) 3 ( 2 10 , Ⅱ 高 安 日 ・ 2 材 9 4 4 4 61 ・ 、 年 毬 5 年 満 55D 値 7 △ 行 2 韻 益 ( な 肥 ) & 肥 調 株 益 ~ ~ 、 予 。 国 ~ 啼 に 讐 【 指 標 等 】 く 0 肥 〉 「 社 役 員 持 株 へ ( の 響 「 8 9 日 本 カ ス ト プ れ 1 幻 4 阜 囀 ー 勝 呂 彰 7 0 1 匯 既 ン ェ ニ ッ ク ス 4 訂 【 株 式 】 & Ⅱ 3 , 【 株 主 1 均 乢 名 く な 肥 〉 庸","ー714.414.14.東P.9第→ー韶IOカ(OA)3(210,Ⅱ高安日・2材944461・、年毬5年満55D値7△行2韻益(な肥)&肥調株益~~、予。国~啼に讐【指標等】く0肥〉「社役員持株へ(の響「89日本カストプれ1幻4阜囀ー勝呂彰701匯既ンェニックス4訂【株式】&Ⅱ3,【株主1均乢名くな肥〉庸"
2173,2173.T,博展,サービス業,theme_bodyleft,"42 △ .8 72 幻 ・ 4 幻 . 4 【 株 式 】 & ー 一 石 【 株 1 , 4 名 く な 肥 〉 1 ] T & P ホ ー ル デ ィ ン グ ス 町 Ⅱ 己 資 本 2 , 6 四 「 鬲 取 引 先 持 株 会 幻 ー → 1 1 阜 生 3 > 自 社 従 員 持 株 会 4.9 、 一 幻 い 1 3 4 5 【 指 標 等 】 く 肥 〉 艸 野 典 子 9 ( い ) 高 安 師 日 ・ ・ ROE ・ 遥 予 3 れ MSI ク ラ イ ノ ・ ン ト セ キ ROA 2 5 調 株 益 一 円 福 留 正 高 項 11 最 益 ( 3 ) 7 く 外 国 > よ く 浮 動 株 〉 ・ 柵 芻 い く 投 信 〉 ・ ・ ロ 疑 株 〉 国 人","42△.872幻・4幻.4【株式】&ー一石【株1,4名くな肥〉1]T&Pホールディングス町Ⅱ己資本2,6四「鬲取引先持株会幻ー→11阜生3>自社従員持株会4.9、一幻い1345【指標等】く肥〉艸野典子9(い)高安師日・・ROE・遥予3れMSIクライノ・ントセキROA25調株益一円福留正高項11最益(3)7く外国>よく浮動株〉・柵芻いく投信〉・・ロ疑株〉国人"
2175,2175.T,エス・エム・エス,サービス業,theme_bodyleft,"! れ 四 .5 13. 4 1 ま 1 1 1 区 東 P 2 4 → 舸 → 第 恥 カ (2GBtl) 舸 → 2 幻 ー 7 21.8 響 「 6 最 5 CEPLUX ス レ ッ ド = Ⅱ 己 資 本 , 側 1 ス ・ ア カ ウ ン ト 4 ( 4 肥 , 4 石 C ・ ク ラ イ ア ン ト ・ オ ム ニ バ 1 匯 既 MORO 合 ト 絵 一 5 【 株 式 】 & 87 , ー 【 株 ド 応 , 制 0 名 閉 コ 〉 庸 測 1 5 【 指 標 等 】 く 4 ・ 3 〉 ル ( L 。 、 ) 2 2 ROA 1 予 11. ノ ー ザ ン ト ラ ス ト ・ US タ ッ ス E 21 ー 調 ー 株 益 82 跖 1 ペ ン シ ョ ン F 阯 Ⅱ 8 ー ① 最 益 ( 幻 コ ) 7 , 7 BBIISEI イ ン ス ト US ・ F ラ ・ 、 資 よ 3 チ ・ ・ ザ ー ド 1 ( 13 + よ 5 メ + 2 、 、 年 42 年 & ) . 却 2410 チ ・ ・ く 紗 国 〉 4 圓 、 : 効 〉","!れ四.513.41ま111区東P24→舸→第恥カ(2GBtl)舸→2幻ー721.8響「6最5CEPLUXスレッド=Ⅱ己資本,側1ス・アカウント4(4肥,4石C・クライアント・オムニバ1匯既MORO合ト絵一5【株式】&87,ー【株ド応,制0名閉コ〉庸測15【指標等】く4・3〉ル(L。、)22ROA1予11.ノーザントラスト・USタッスE21ー調ー株益82跖1ペンションF阯Ⅱ8ー①最益(幻コ)7,7BBIISEIインストUS・Fラ・、資よ3チ・・ザード1(13+よ5メ+2、、年42年&).却2410チ・・く紗国〉4圓、:効〉"
2179,2179.T,成学社,サービス業,theme_bodyleft,・ プ ) 会 一 緡 理 。 ー ユ 一 ( 宮 導 1 う ) 信 1 金 債 】 事 益 -1 -1 例 0 ( → 一 1-1-1,・プ)会一緡理。ーユ一(宮導1う)信1金債】事益-1-1例0(→一1-1-1
2180,2180.T,サニーサイドアップグループ,サービス業,theme_bodyleft,"ー 7 △ 1 & 7 ー 21 17. 19. 2t3 ー → ー → 8 ( 9 2 【 株 式 】 & 1 【 株 ド 1 )G, 名 く な 肥 〉 庸 次 悦 」 5 既 1 1 ー 1 Ⅱ 己 資 本 43 引 石 4.9 和 2 0 響 「 2 , BNY ・ GCM ク ラ イ て リ ) ! 【 指 標 等 】 く 6 耙 ① 高 安 日 ・ ROE 予 、 2 2 91 ROA ー 予 11 議 ー く 円 > 7 ・ : 霧 勳 橆 す 5 、 731 韻 益 ( な 6 ) ー 戸 年 、 、 、 ( 0 年 満 、 ) チ 越 1 0 次 凛 悦 ー 諸 ~ 邊","ー7△1&7ー2117.19.2t3ー→ー→8(92【株式】&1【株ド1)G,名くな肥〉庸次悦」5既11ー1Ⅱ己資本43引石4.9和20響「2,BNY・GCMクライてリ)!【指標等】く6耙①高安日・ROE予、2291ROAー予11議ーく円>7・:霧勳橆す5、731韻益(な6)ー戸年、、、(0年満、)チ越10次凛悦ー諸~邊"
2181,2181.T,パーソルホールディングス,サービス業,theme_bodyleft,"ー 7 1 鼠 1 1 東 P 2 1 2 ー 5 舸 → ー 1 舸 → 2 ー 55 【 株 式 】 & 認 1 , 【 株 丿 , 1 名 閉 ① 1 匯 日 本 マ ズ タ ー : 龜 ー 1 3 例 2 31 務 く 02 生 3 〉 舅 - ( デ ー Ⅱ 2 Ⅱ 己 資 本 1 , 9 , 1 肥 ( 7 コ ) 安 ま 比 事 00 ・ 般 財 0 法 、 欣 -0 を 5 聞 響 「 1 当 ? JP モ ル ガ ン ・ チ , ー ス ・ バ ン ー - 3 【 指 標 等 】 く 02 3 〉 MC272 盟 9 ル ガ ン 誕 券 42 ROA 予 & 1 調 整 ー 株 益 ー よ ILPFS カ ス ト デ ィ 幻 9 メ 幻 4 1 ( 凵 ) 最 高 ( 幻 .3 ) 四 , 9 戸 年 00 、 年 書 ム ) 0 ト","ー71鼠11東P212ー5舸→ー1舸→2ー55【株式】&認1,【株丿,1名閉①1匯日本マズター:龜ー13例231務く02生3〉舅-(デーⅡ2Ⅱ己資本1,9,1肥(7コ)安ま比事00・般財0法、欣-0を5聞響「1当?JPモルガン・チ,ース・バンー-3【指標等】く023〉MC272盟9ルガン誕券42ROA予&1調整ー株益ーよILPFSカストディ幻9メ幻41(凵)最高(幻.3)四,9戸年00、年書ム)0ト"
2183,2183.T,リニカル,サービス業,theme_bodyleft,4 ? 1 -1 -1 自 を 和 町 勲 幸 品 主 秦 高 料 坂 野 本 木 【 自 辻 問 河 外 投 幻 安 日 9 ル ス,4?1-1-1自を和町勲幸品主秦高料坂野本木【自辻問河外投幻安日9ルス
2185,2185.T,シイエム・シイ,サービス業,theme_wide,. 4 象 6 → ー 【 株 式 】 乢 俐 【 株 ド ー *7 名 く ① 佐 々 香 「 4 自 社 ( 自 ー 株 ロ ) ー 務 ) く 2 〉 市 光 、 ぐ 3 暑 - 持 株 会 石 ぐ 本 8 々 幸 ⅱ 有 ス テ ー ト ・ ス ト リ ー 24 ー ー 24 3 一 ー ROA 脇 脇 く 外 〉 4. 脇 く 瀞,.4象6→ー【株式】乢俐【株ドー*7名く①佐々香「4自社(自ー株ロ)ー務)く2〉市光、ぐ3暑-持株会石ぐ本8々幸ⅱ有ステート・ストリー24ーー243一ーROA脇脇く外〉4.脇く瀞
2186,2186.T,ソーバル,サービス業,theme_wide,5 126 【 株 式 】 俐 【 株 ド 名 く の 社 員 株 会 4 務 ) く 2 牡 〉 市 ド 奈 々 資 本 4 : 149 ( 自 矗 ロ ) 例 → 。 黜 響 縛 4 4 3 ⅱ 飆 3 0 マ ネ ッ ク ス 券 3 24 ー 1W7 ー 3 【 指 標 等 】 わ 新 海 秀 治 3 ROE ー 一 脇 く 外 〉 2 24 3 ROA ー 脇 & く 投 信 〉 凹,5126【株式】俐【株ド名くの社員株会4務)く2牡〉市ド奈々資本4:149(自矗ロ)例→。黜響縛443ⅱ飆30マネックス券324ー1W7ー3【指標等】わ新海秀治3ROEー一脇く外〉2243ROAー脇&く投信〉凹
2193,2193.T,クックパッド,サービス業,theme_bodyleft,"ー 7 44 13. 1 事 11 東 S 2 舸 → ( 田 D 10 , 7 ( 1 一 急 1 1 191 151 1 2 18 高 統 安 日 ・ △ .3 北 い く 投 信 〉 ・ ・ ロ 疑 株 感 韻 益 引 2 ) 4 , く 外 国 > & く 浮 動 株 〉 ・ 70 0 一 円 平 尾 丈 調 株 益 ROA △ 15 - 脇 PRDISGFEAC れ ROE ー BNY ・ GCM ク ラ イ ア ン 【 指 標 等 】 く 0 ー 幻 S B 一 証 券 石 ( の 物 「 3 挈 ア ン ト 1 平 引 5 , ク レ デ ィ ・ ス イ ス 脩 港 ) ト ラ ス ト ・ 本 比 日 本 カ ス ト デ ィ ( 1 1 ( ) Ⅱ 己 資 本 14 , 5 メ ロ ン 14 一 1 ( 1.4 ) 02 生 3 〉 日 マ ス タ ー 日 52 0 4 応 4 3 、 0 0 000 0 尸 当 【 株 式 】 & 107 4 四 飛 【 株 け : 明 7 幻 く な 肥 〉 庸","ー74413.1事11東S2舸→(田D10,7(1一急111911511218高統安日・△.3北いく投信〉・・ロ疑株感韻益引2)4,く外国>&く浮動株〉・700一円平尾丈調株益ROA△15-脇PRDISGFEACれROEーBNY・GCMクライアン【指標等】く0ー幻SB一証券石(の物「3挈アント1平引5,クレディ・スイス脩港)トラスト・本比日本カストディ(11()Ⅱ己資本14,5メロン14一1(1.4)02生3〉日マスター日5204応43、000000尸当【株式】&1074四飛【株け:明7幻くな肥〉庸"
2195,2195.T,アミタホールディングス,サービス業,theme_bodyleft,"ー 7 △ 1 & 4 0 470 10. 1 ー 窮 ( 1 輛 高 安 日 ・ 2 7 3 7 ・ 、 年 5 年 満 0 【 株 式 】 & 17 , 5 【 株 け 約 44N 名 く な 肥 〉 庸 平 洋 属 1 2 な ー . 野 介 9 一 生 3 > MCP ジ ャ パ ン ・ ホ ー ル デ ィ Ⅱ 己 資 本 7 日 本 カ ス ト デ ィ 信 龜 」 石 物 「 ー 田 、 之 幻 4 1 【 指 標 等 】 く 肥 〉 最 益 ( 21 」 2 ) い 1 , 野 英 介 未 次 11 高 安","ー7△1&4047010.1ー窮(1輛高安日・2737・、年5年満0【株式】&17,5【株け約44N名くな肥〉庸平洋属12なー.野介9一生3>MCPジャパン・ホールディⅡ己資本7日本カストディ信龜」石物「ー田、之幻41【指標等】く肥〉最益(21」2)い1,野英介未次11高安"
2196,2196.T,エスクリ,サービス業,theme_bodyleft,"ー 7 6 例 → ( い 6.0 生 3 〉 イ ー ケ ー 知 0 側 ) Ⅱ 己 資 本 6 2 谷 守 1 7.4 78 5 1 一 よ 0 170 ー 3 東 S ー % 7 4 ( 5 2 3 2 高 安 日 ・ 2 3 加 ー 2 幻 6 30G 2 石 当 ド 、 ( 5 年 満 1 、 ) 本 比 事 イ ン タ ラ ク テ イ プ プ ロ ー カ ー ズ 物 「 巖 タ ロ ROE 社 ( 自 d 「 - D 幻 【 指 標 等 】 く 4 ・ 3 〉 友 弘 栄 ロ ROA 2 予 2 kIIIBUTANI ホ ー ル デ ィ 調 株 益 一 円 ン グ ス 韻 益 ( 3 ) 1 , 43 く 外 国 > 筏 く 浮 動 株 〉 柵 14 チ 4 チ ・ ・ く 投 信 〉 ・ ・ 、 聳 定 株 〉 4 、","ー76例→(い6.0生3〉イーケー知0側)Ⅱ己資本62谷守17.47851一よ0170ー3東Sー%74(5232高安日・23加ー2幻630G2石当ド、(5年満1、)本比事インタラクテイププローカーズ物「巖タロROE社(自d「-D幻【指標等】く4・3〉友弘栄ロROA2予2kIIIBUTANIホールディ調株益一円ングス韻益(3)1,43く外国>筏く浮動株〉柵14チ4チ・・く投信〉・・、聳定株〉4、"
