code,ticker,company_name,sector,best_variant,theme_text_regenerated,theme_text_regenerated_compact,theme_text_regenerated_normalized,theme_hit_count
1795,1795.T,マサル,建設業,theme_bodyleft,"ー 7 .7 【 株 式 】 & 4 1 .11 . 4 2 料 ー 【 株 主 ル を 9 名 く 幻 コ 〉 庸 阪 操 1 → 1.1 高 値 Ⅲ 協 力 企 - 株 会 4 4 2 29 Ⅱ 己 資 本 4 , 野 口 興 産 2 ム 9 3 皿 缶 驫 社 乂 業 1 持 株 会 2 42 5 1 【 指 標 等 】 く の シ ー カ ・ ジ ャ パ ン 1( ) 高 安 師 呂 ・ ROE 75 ー 俺 く 国 > い く 2 1 ROA 4 ー 予 4 脇 く 信 > 凹 ・ 定 ・ 、 0 調 株 益","ー7.7【株式】&41.11.42料ー【株主ルを9名く幻コ〉庸阪操1→1.1高値Ⅲ協力企-株会44229Ⅱ己資本4,野口興産2ム93皿缶驫社乂業1持株会24251【指標等】くのシーカ・ジャパン1()高安師呂・ROE75ー俺く国>いく21ROA4ー予4脇く信>凹・定・、0調株益","ー7.7【株式】&41.11.42料ー【株主ルを9名く幻コ〉庸阪操1→1.1高値Ⅲ協力企-株会Ⅱ己資本4,野口興産2ム93皿缶驫社乂業1持株会【指標等】くのシーカ・ジャパン1()高安師呂・信>凹・定・、0調株益",0
1798,1798.T,守谷商会,建設業,theme_bodyleft,"ー 7 幻 2 2 6 1 .1 2 料 【 株 式 】 & 挈 飛 【 株 け 8 名 4.3 〉 庸 北 7 1 8 い 【 指 標 等 】 く 4 ・ 3 〉 守 谷 堯 大 6 ム 9 21 襯 物 「 1 譬 癇 1 , 7 肥 山 根 郎 本 比 4 ラ ・ 自 社 0 ・ 己 株 ロ ) 8 Ⅱ 己 資 本 14 7 八 ネ 響 株 会 7.4 06 り ー 力 い 一 生 3 〉 而 高 安 呂 ・ ROE 11 ー 予 4 ー 谷 ソ ノ 2 4 网 37(Ä) 訂 0 ・ ⅸ 益 ( 幻 3 1 , 【 、 嗇 澤 ⅱ ・ 郎 供 戸 年 00 、 ( 0 年 満 、 ) 、 い 藤 - 、 正 、 ロ . 饕 ー ロ 和","ー7幻2261.12料【株式】&挈飛【株け8名4.3〉庸北718い【指標等】く4・3〉守谷堯大6ム921襯物「1譬癇1,7肥山根郎本比4ラ・自社0・己株ロ)8Ⅱ己資本147八ネ響株会7.406りー力い一生3〉而高安呂・ROE11ー予4ー谷ソノ24网37(Ä)訂0・ⅸ益(幻31,【、嗇澤ⅱ・郎供戸年00、(0年満、)、い藤-、正、ロ.饕ーロ和","ー7幻.12料【株式】&挈飛【株け8名4.3〉庸北い【指標等】く4・3〉守谷堯大6ム襯物「1譬癇1,7肥山根郎本比4ラ・自社0・己株ロ)8Ⅱ己資本八ネ響株会7.りー力い一生3〉而高安呂・ⅸ益(幻31,【、嗇澤ⅱ・郎供戸年00、(0年満、)、い藤-、正、ロ.饕ーロ和",0
1799,1799.T,第一建設工業,建設業,theme_tight,"& 0 . 5 → ー . 5 → 一 龕 東 毅 S . 8 4 幻 【 株 ょ & 圏 【 株 ド , 3 物 務 く > l.( い じ ・ 本 69338 ン イ プ 安 比 事 ス ド ス ト 驫 , 聹 輯 黷 は","&0.5→ー.5→一龕東毅S.84幻【株ょ&圏【株ド,3物務く>l.(いじ・本69338ンイプ安比事スドスト驫,聹輯黷は","&0.5→ー.5→一龕東毅S.84幻【株ょ&圏【株ド,3物務く>l.(いじ・本ンイプ安比事スドスト驫,聹輯黷は",0
1801,1801.T,大成建設,建設業,theme_bodyleft,"ー 7 【 株 式 】 & ー 7 【 株 第 川 酩 閉 コ 〉 庸 117 , 1 2 , , 1 / ー ザ ン ・ ラ ス 安 比 、 0 云 ー 、 ・ = 、 0 ー ← ・ , 00 ・ ← 亠 長 , , リ 毎 当 課 恥 ム 3 【 指 標 等 】 く 4 ・ 3 〉 込 ン シ ョ 3 ) 2 1 ー 東 P 高 17.1 曇 5-- 10. 4 1 日 例 、 7 ・ 減 編 明 安 川 1 : 命 保 険 然 4 ( 15 ) 設 備 1 盟 ー 側 石 11 1 ー 忘 ) ー % , 7 咫 舎 ほ 銀 ) 5 ( ー 5 ) 2 44 恥 2 ー ROA 1 ー 予 2 ー テ ィ ー 3 ( の 高 師 安 呂 ・ ・ ROE 4 予 7 ・ ス テ ー ト ス ト リ ー ト B ウ 工 ス ト リ","ー7【株式】&ー7【株第川酩閉コ〉庸117,12,,1/ーザン・ラス安比、0云ー、・=、0ー←・,00・←亠長,,リ毎当課恥ム3【指標等】く4・3〉込ンショ3)21ー東P高17.1曇5--10.41日例、7・減編明安川1:命保険然4(15)設備1盟ー側石111ー忘)ー%,7咫舎ほ銀)5(ー5)244恥2ーROA1ー予2ーティー3(の高師安呂・・ROE4予7・ステートストリートBウ工ストリ","ー7【株式】&ー7【株第川酩閉コ〉庸,12,,1/ーザン・ラス安比、0云ー、・=、0ー←・,00・←亠長,,リ毎当課恥ム3【指標等】く4・3〉込ンショ3)21ー東P高17.1曇5--10.41日例、7・減編明安川1:命保険然4(15)設備1盟ー側石ー忘)ー%,7咫舎ほ銀)5(ー5)恥2ー",1
1802,1802.T,大林組,建設業,theme_bodyleft,"ー 7 住 0 ト 月 な 1 東 P 2 料 ー 5 第 : 仇 高 値 14 9 料 3 【 株 式 】 & 肥 1 , 飛 【 株 2 , 78 閉 ① 4 1 匯 日 本 マ ズ タ ー 信 龜 ー 1 4 07 生 3 〉 用 日 本 カ ス ト デ ィ 信 託 ロ 7 幻 阜 Ⅱ 己 資 本 い 5 い 四 日 本 生 命 保 険 2 , 圏 ー 5 し 1 【 指 標 等 】 = ; 自 ツ ル ー プ 従 ー 1 71 ROA 2 予 2","ー7住0ト月な1東P2料ー5第:仇高値149料3【株式】&肥1,飛【株2,78閉①41匯日本マズター信龜ー1407生3〉用日本カストディ信託ロ7幻阜Ⅱ己資本い5い四日本生命保険2,圏ー5し1【指標等】=;自ツループ従ー171ROA2予2","ー7住0ト月な1東P2料ー5第:仇高値料3【株式】&肥1,飛【株2,78閉①41匯日本マズター信龜ー生3〉用日本カストディ信託ロ7幻阜Ⅱ己資本い5い四日本生命保険2,圏ー5し1【指標等】=;自ツループ従ー",1
1803,1803.T,清水建設,建設業,theme_bodyleft,"1 東 P 6 ト 2 料 ー 5 高 1 盟 訓 に 6 f0-O 【 株 式 】 & 74 676 【 株 2 , 7 名 閉 ① 既 4 1 亜 日 本 マ ズ タ ー : 龜 ー 1 78 , 1 務 く 生 3 〉 ー 7 安 ー 7 . Ⅱ 3 【 指 標 等 】 = 4 ・ 3 〉 ・ 賎 ド & ( ト ) ー 9231 ROA 住 予 1 ー ー テ ィ く 0 7 ー 、 ・ 疋 47 ・ 7 、 9 1 最 高 ( .3 ) 的 , 1 い 調 整 ー 株 益 ー 5","1東P6ト2料ー5高1盟訓に6f0-O【株式】&74676【株2,7名閉①既41亜日本マズター:龜ー178,1務く生3〉ー7安ー7.Ⅱ3【指標等】=4・3〉・賎ド&(ト)ー9231ROA住予1ーーティく07ー、・疋47・7、91最高(.3)的,1い調整ー株益ー5","1東P6ト2料ー5高1盟訓に6f0-O【株式】&【株2,7名閉①既41亜日本マズター:龜ー,1務く生3〉ー7安ー7.Ⅱ3【指標等】=4・3〉・賎ド&(ト)ー最高(.3)的,1い調整ー株益ー5",0
1807,1807.T,佐藤渡辺,建設業,theme_bodyleft,"幻 Ⅱ m98 ト 会 眈 業 , 打 株 ー 第 泰 翔 業 -: カ 員 業 」 「 己 い 知 忠 ー 路 ス - 、 ・ 徒 自 > > 噐 ド ア ー 第 社 ー 【 絢 佐 東 Ⅷ ・ 内 ー 外 投 役 ・ 「 0 1 訟 賴 】 益 幻 ー 安 5 7 異 -1 -1 東 9 9 ル ス","幻Ⅱm98ト会眈業,打株ー第泰翔業-:カ員業」「己い知忠ー路ス-、・徒自>>噐ドアー第社ー【絢佐東Ⅷ・内ー外投役・「01訟賴】益幻ー安57異-1-1東99ルス","幻Ⅱm98ト会眈業,打株ー第泰翔業-:カ員業」「己い知忠ー路ス-、・徒自>>噐ドアー第社ー【絢佐東Ⅷ・内ー外投役・「01訟賴】益幻ー安57異-1-1東99ルス",0
1808,1808.T,長谷工コーポレーション,建設業,theme_bodyleft,"ー 5 7 書 5--7 引 2 1 ー 7 .8 9 ( 9.0 ) Ⅱ 己 資 本 5 Ⅱ 2 【 株 式 】 & 7 射 【 株 1 乢 例 閉 ① 1 よ 1 19. 東 P 6 ト 2 1 高 安 1 ロ 139 1 Ⅷ 物 「 网 1 991( よ 2 ) 高 師 安 日 ・ ・ ROE 11 ー 刊 鵯 CEPLUX ービ ス SICAV ROA 4. 脇 予 16 ー 1 , 461 調 整 ー 株 益 一 円 自 社 取 引 先 持 は 会 初 1 1 1 最 高 ( 例 .3 ) , 初 JP モ ル ガ ン ・ チ ェ ー ス ・ バ 戸 年 、 0 年 00 、 ) 0 0 ー ン ク 781 5 ( 1.1) く 紗 国 〉 - 効 〉 7 1","ー57書5--7引21ー7.89(9.0)Ⅱ己資本5Ⅱ2【株式】&7射【株1乢例閉①1よ119.東P6ト21高安1ロ1391Ⅷ物「网1991(よ2)高師安日・・ROE11ー刊鵯CEPLUXービスSICAVROA4.脇予16ー1,461調整ー株益一円自社取引先持は会初111最高(例.3),初JPモルガン・チェース・バ戸年、0年00、)00ーンク7815(1.1)く紗国〉-効〉71","ー57書5--7引21ー7.89(9.0)Ⅱ己資本5Ⅱ2【株式】&7射【株1乢例閉①1よ.東P6ト21高安1ロⅧ物「网(よ2)高師安日・・OA4.脇予16ー1,調整ー株益一円自社取引先持は会初最高(例.3),初JPモルガン・チェース・バ戸年、0年00、)00ーンク(1.1)く紗国〉-効〉71",0
1810,1810.T,松井建設,建設業,theme_bodyleft,"1 東 S 6 ト : 1 公 28 カ 1 → 1.1 高 974 3 147 川 ) ー 7 値 5 【 株 式 】 & , 【 株 第 4 名 く 幻 ① 庸 ー 1 匯 日 本 マ ス 27 1 42 安 ま 比 00 、 00 12 4 Ⅱ 6 よ よ 0 7 2 974 & 818 8 7 ・ 、 年 圏 5 年 満 7. 脇 ) 【 指 標 等 】 く 4 ・ 3 〉 公 益 財 川 法 人 松 井 角 平 記 ROA 15 ー 予 2 く 円 > 1 当 ー 勳 橆 、 韻 益 ( 17 ① 4 , 初","1東S6ト:1公28カ1→1.1高9743147川)ー7値5【株式】&,【株第4名く幻①庸ー1匯日本マス27142安ま比00、00124Ⅱ6よよ072974&81887・、年圏5年満7.脇)【指標等】く4・3〉公益財川法人松井角平記ROA15ー予2く円>1当ー勳橆、韻益(17①4,初","1東S6ト:1公28カ1→1.1高川)ー7値5【株式】&,【株第4名く幻①庸ー1匯日本マス安ま比00、Ⅱ6よよ&・、年圏5年満7.脇)【指標等】く4・3〉公益財川法人松井角平記4,初",0
1811,1811.T,錢高組,建設業,theme_bodyleft,"ー 7 0 【 株 式 】 & & 5 7 , 3 【 株 主 1 物 い 名 く 幻 ① 庸 8. 7 ↓ 11 17.1 東 S 6 ト 2 1 国 3 5 当 ( 長 し 。 一 覊 Ⅱ 己 資 本 , 9 三 ) 日 ド 友 銀 行 2GIO(1 響 「 1 日 本 マ ス タ イ 氈 日 14 9 47 4 【 指 標 等 】 く 4 ・ 3 〉 工 ン ジ ニ ャ リ ン グ Ⅱ ( ) 最 高 0 鼠 3 ) 14 , ー 47 ・ 40 4 冊 21 調 整 ー 株 益 高 安 呂 ・ ROE 予 2 く 円 > ー : 勳 橆 ム","ー70【株式】&&57,3【株主1物い名く幻①庸8.7↓1117.1東S6ト21国35当(長し。一覊Ⅱ己資本,9三)日ド友銀行2GIO(1響「1日本マスタイ氈日149474【指標等】く4・3〉工ンジニャリングⅡ()最高0鼠3)14,ー47・404冊21調整ー株益高安呂・ROE予2く円>ー:勳橆ム","ー70【株式】&&57,3【株主1物い名く幻①庸8.7↓.1東S6ト21国35当(長し。一覊Ⅱ己資本,9三)日ド友銀行2GIO(1響「1日本マスタイ氈日【指標等】く4・3〉工ンジニャリングⅡ()最高0鼠3)14,ー47・冊21調整ー株益高安呂・",1
1812,1812.T,鹿島建設,建設業,theme_bodyleft,"幟 0 0 11 1 & 1 東 P 2 1 ー 5 第 : 仇 7 9 ロ 3 加 .6 ー 7 【 株 式 】 & 5 , 6 飛 【 株 2 , 1 名 閉 ① 庸 1 , 731 1 731 阜 ・ 1 340 Ⅱ 己 資 本 1 叩 鹿 島 公 子 第 4 四 一 0 響 「 三 ) 日 を 友 銀 行 石 2 1.4 似 1 【 指 標 等 】 く 4 ・ 3 〉 鹿 島 学 振 興 7 四 ロ 高 安 呂 ・ ROE 1 住 予 & ハ JP モ ル ガ ン 誕 2 ↓ 4 ROA ハ 予 大 正 製 薬 Ⅱ LD 6 一 幻 42 1 7 整 ー 忘 ) 1 % , 行 8 ぐ 信 月 第 ・ 疋 ・ 仏 5 、 戸 年 00 、 年 ふ 囈 ー 爨 冪 越 : 墅 味 至 ・ 供 仄 野","幟00111&1東P21ー5第:仇79ロ3加.6ー7【株式】&5,6飛【株2,1名閉①庸1,7311731阜・1340Ⅱ己資本1叩鹿島公子第4四一0響「三)日を友銀行石21.4似1【指標等】く4・3〉鹿島学振興7四ロ高安呂・ROE1住予&ハJPモルガン誕2↓4ROAハ予大正製薬ⅡLD6一幻4217整ー忘)1%,行8ぐ信月第・疋・仏5、戸年00、年ふ囈ー爨冪越:墅味至・供仄野","幟&1東P21ー5第:仇79ロ3加.6ー7【株式】&5,6飛【株2,1名閉①庸1,阜・Ⅱ己資本1叩鹿島公子第4四一0響「三)日を友銀行石21.4似1【指標等】く4・3〉鹿島学振興7四ロ高安呂・大正製薬ⅡLD6一幻整ー忘)1%,行8ぐ信月第・疋・仏5、戸年00、年ふ囈ー爨冪越:墅味至・供仄野",1
1813,1813.T,不動テトラ,建設業,theme_bodyleft,"ー 7 を 4 ー 諸 % 74 カ ( 1 囹 り 10 → 1 92 20 1 & 1 4 2 1 4 高 安 52 ー 毬 3 3 17 1 高 師 安 呂 ・ 2 加 一 2 1 2 【 株 式 】 & 4 , ー 【 株 ) 7381 名 く 幻 コ 〉 庸 63 認 - kUFJåiÄ Ⅱ 己 資 本 石 松 竹 10 ム ー 10 2 物 「 ・ 日 応 業 8 ー 【 指 標 等 】 く 耙 43 〉 ト ヨ タ 自 動 車 8 ( ) ROE 4 ・ - 鵯 く 円 > 圏 : 勳 橆 、 調 株 益 1 & 17 1 最 純 益 ( 14 コ ) 2 , 5 ・ 、 年 0 、 ( 0 年 満 00 ) 0 ・ チ ・ ・ 敏 明 長 川 栄 冫 田","ー7を4ー諸%74カ(1囹り10→192201&14214高安52ー毬33171高師安呂・2加一212【株式】&4,ー【株)7381名く幻コ〉庸63認-kUFJåiÄⅡ己資本石松竹10ムー102物「・日応業8ー【指標等】く耙43〉トヨタ自動車8()ROE4・-鵯く円>圏:勳橆、調株益1&171最純益(14コ)2,5・、年0、(0年満00)0・チ・・敏明長川栄冫田","ー7を4ー諸%74カ(1囹り10→&高安52ー毬高師安呂・2加一【株式】&4,ー【株)名く幻コ〉庸63認-kUFJåiÄⅡ己資本石松竹10ムー物「・日応業8ー【指標等】く耙43〉トヨタ自動車8()最純益(14コ)2,5・、年0、(0年満00)0・チ・・敏明長川栄冫田",0
1814,1814.T,大末建設,建設業,theme_bodyleft,"ー 7 【 株 式 】 & 例 4 【 株 1 7 , 名 く 幻 コ 〉 庸 1 1 匯 ] ミ サ ワ ホ ー ム ー ー 2 。 。 譱 町 巐 叫 例 . - 諸 勦 10 ー 第 い 一 己 資 本 : 大 京 14. 1 ( 9 れ 2 響 「 を 673 ト M.ILMFE ( 9 ) 1 【 指 標 等 】 く 4 ・ 3 〉 山 本 良 継 19 ( ) 高 安 呂 ・ ROE ー 予 75 ー / ム ご / ミ ニ ー ズ ・ オ ム ニ バ ス マ ー ROA 2 脇 予 2 ジ 多 キ ャ ッ シ 、 Ⅷ ( 7 ) 2 1 1 戸 年 0 ・ 、 年 」 00 予 【 役 戸 ド 尾 和 岡 引 .0","ー7【株式】&例4【株17,名く幻コ〉庸11匯]ミサワホームーー2。。譱町巐叫例.-諸勦10ー第い一己資本:大京14.1(9れ2響「を673トM.ILMFE(9)1【指標等】く4・3〉山本良継19()高安呂・ROEー予75ー/ムご/ミニーズ・オムニバスマーROA2脇予2ジ多キャッシ、Ⅷ(7)211戸年0・、年」00予【役戸ド尾和岡引.0","ー7【株式】&例4【株17,名く幻コ〉庸11匯]ミサワホームーー2。。譱町巐叫例.-諸勦10ー第い一己資本:大京14.1(9れ2響「をトM.ILMFE(9)1【指標等】く4・3〉山本良継19()高安呂・ー0・、年」00予【役戸ド尾和岡引.0",0
1815,1815.T,鉄建建設,建設業,theme_bodyleft,"ー 5 37 ー 7 2 ー 9.5 【 株 式 】 & 【 株 盟 , 7 名 閉 コ 〉 庸 1 17.1 第 砌 , 41 1 匯 既 一 本 旅 鉄 道 幻 6 03 り 1 第 0 → 1 ー 阜 247 ( 0 取 ー 響 「 : 長 一 ン ト ラ テ ラ ル 幻 ( 15 ) 17 ー 4 1 【 指 標 等 】 く 4 ・ 3 〉 み ほ 聶 ー 一 高 安 呂 ・ ROE & 予 & 幻 加 1 ROA 2 予 1. 国 月 に 一 効 、 2 14 調 株 益 一 円 く 財 0 & 義 、 ・ 疋","ー537ー72ー9.5【株式】&【株盟,7名閉コ〉庸117.1第砌,411匯既一本旅鉄道幻603り1第0→1ー阜247(0取ー響「:長一ントラテラル幻(15)17ー41【指標等】く4・3〉みほ聶ー一高安呂・ROE&予&幻加1ROA2予1.国月に一効、214調株益一円く財0&義、・疋","ーー72ー9.5【株式】&【株盟,7名閉コ〉庸.1第砌,匯既一本旅鉄道幻り1第0→1ー阜(0取ー響「:長一ントラテラル幻(15)17ー41【指標等】く4・3〉みほ聶ー一高安呂・14調株益一円く財0&義、・疋",0
1820,1820.T,西松建設,建設業,theme_wide,& 5 【 株 式 】 俐 【 株 ド コ . 4 ・ 5 務 ) く 2 〉 市 し 忠 事 骼 → ー 472 . 7 資 本 一 G8 知 8 明 。 ! 島 安 き 比 事 壓 脇 「 聹 持 ・ 会 東 6 ト 4 24 ー 報 4 ー 【 指 標 等 】 〉 日 本 カ ス ト デ ィ ぐ 龕 安 統 日 ・ ROE 7 予 73 く 外 〉 脇 く 24 3 4 4 引 ROA 2 脇 脇 く 投 信 脇 245 ー,&5【株式】俐【株ドコ.4・5務)く2〉市し忠事骼→ー472.7資本一G8知8明。!島安き比事壓脇「聹持・会東6ト424ー報4ー【指標等】〉日本カストディぐ龕安統日・ROE7予73く外〉脇く24344引ROA2脇脇く投信脇245ー,&5【株式】俐【株ドコ.4・5務)く2〉市し忠事骼→ー.7資本一G8知8明。!島安き比事壓脇「聹持・会東6トー報4ー【指標等】〉日本カストディぐ龕安統日・脇く投信脇ー,0
1821,1821.T,三井住友建設,建設業,theme_bodyleft,"ー 7 引 2 17.1 東 P 2 ー 5 2 44 3 4 41 431 2 ー 【 株 式 】 & ー 6 【 株 1 剛 8 名 閉 コ 〉 庸 6 , 1 1 日 本 マ ス 出 ー 14 Ⅱ 5 G32Ül 野 村 1 ー 生 犁 呷 , ・ 呂 ll イ 峩 1 52 よ 3 7 ( 6 響 「 6 ノ ム ラ ・ ア ヤ 幻 ー 1.4 【 指 標 等 】 く 4 ・ 3 〉 自 社 取 3 先 持 樶 会 幻 1( ト 凵 ) 1 ROA 1. 予 1. 脇 ー テ ィ ー 4 ( ー 3 い 1 整 ー 株 益","ー7引217.1東P2ー524434414312ー【株式】&ー6【株1剛8名閉コ〉庸6,11日本マス出ー14Ⅱ5G32Ül野村1ー生犁呷,・呂llイ峩152よ37(6響「6ノムラ・アヤ幻ー1.4【指標等】く4・3〉自社取3先持樶会幻1(ト凵)1ROA1.予1.脇ーティー4(ー3い1整ー株益","ー7引.1東P2ーー【株式】&ー6【株1剛8名閉コ〉庸6,11日本マス出ー14Ⅱ5G32Ül野村1ー生犁呷,・呂llイ峩よ37(6響「6ノムラ・アヤ幻ー1.4【指標等】く4・3〉自社取3先持樶会幻1(ト凵)1",0
1822,1822.T,大豊建設,建設業,theme_bodyleft,恠 6 似 ・ ・ 青 村 不 Ⅱ 吽 似 中 龕 1 株 南 表 ネ い 本 川 樹 酷 藤 【 麻 野 仆 日 自 第 あ 日 「 く く 【 ー ー 、 も 、 も 冊 7 1 ー 安 安 3 満 ー ー こ 1,恠6似・・青村不Ⅱ吽似中龕1株南表ネい本川樹酷藤【麻野仆日自第あ日「くく【ーー、も、も冊71ー安安3満ーーこ1,恠6似・・青村不Ⅱ吽似中龕1株南表ネい本川樹酷藤【麻野仆日自第あ日「くく【ーー、も、も冊71ー安安3満ーーこ1,0
1826,1826.T,佐田建設,建設業,theme_bodyleft,"ー 7 三 14 劭 東 S ー 丘 1 鬟 5-- 可 & 3 11 Ⅱ SI ℃ ( シ ン ガ ポ ー ル ) PBD G3( 4 ・ 1) ま 比 、 000 銀 行 1 , 四 7 自 ム 株 会 70 45 聞 01 【 株 式 】 & 幻 【 株 け 約 3 , 714 名 く 幻 コ 〉 庸 67 4 幻 0 響 「 10 , 82 四 7 、 - 、 制 ( ) 高 安 日 ・ 2 7 6 7 7 ・ 、 年 7 ・ 9 、 ( 5 年 満 1 住 ) RO ー 齊 太 興 業 引 ROA 住 - な サ ン シ イ ン D 号 投 事 調 整 ー 株 益 最 高 ( .3 ) 13 , 7 く 外 国 > 9. く 浮 動 株 月 ま","ー7三14劭東Sー丘1鬟5--可&311ⅡSI℃(シンガポール)PBDG3(4・1)ま比、000銀行1,四7自ム株会7045聞01【株式】&幻【株け約3,714名く幻コ〉庸674幻0響「10,82四7、-、制()高安日・27677・、年7・9、(5年満1住)ROー齊太興業引ROA住-なサンシインD号投事調整ー株益最高(.3)13,7く外国>9.く浮動株月ま","ー7三14劭東Sー丘1鬟5--可&ⅡSI℃(シンガポール)PBDG3(4・1)ま比、銀行1,四7自ム株会聞01【株式】&幻【株け約3,名く幻コ〉庸幻0響「10,82四7、-、制()高安日・・、年7・9、(5年満1住)ROー齊太興業引.3)13,7く外国>9.く浮動株月ま",1
1827,1827.T,ナカノフドー建設,建設業,theme_upperleft,"6 8. . 3 ・ 3 【 株 式 】 & 4 俐 【 株 ド 4 公 川 冫 ・ 人 丿 務 ) く 2 〉 市 樹 半 興 業 4 資 , 6 魅 大 ↓ 義 和 ・ , 気 リ ン ド リ 4","68..3・3【株式】&4俐【株ド4公川冫・人丿務)く2〉市樹半興業4資,6魅大↓義和・,気リンドリ4","68..3・3【株式】&4俐【株ド4公川冫・人丿務)く2〉市樹半興業4資,6魅大↓義和・,気リンドリ4",0
1828,1828.T,田辺工業,建設業,theme_wide,"【 株 式 】 7 俐 【 株 ド 刄 名 く ① . 7 → ー 自 社 取 引 先 持 株 会 公 4 本 墨 覦 . 5 . 4 翦 ・ 安 き 比 事 4 & 辺 よ し 江 第 3 呂 等 創 , 臂 株 会 24 ー ー 【 指 標 等 】 〉 出 次 美 「 龕 安 統 日 ・ ROE & 予 圏 く 外 〉 : 24 3 胼 一 ー ー ROA 4 脇 0","【株式】7俐【株ド刄名く①.7→ー自社取引先持株会公4本墨覦.5.4翦・安き比事4&辺よし江第3呂等創,臂株会24ーー【指標等】〉出次美「龕安統日・ROE&予圏く外〉:243胼一ーーROA4脇0","【株式】7俐【株ド刄名く①.7→ー自社取引先持株会公4本墨覦.5.4翦・安き比事4&辺よし江第3呂等創,臂株会24ーー【指標等】〉出次美「龕安統日・",0
5900,5900.T,ダイケン,金属製品,theme_upperleft,". 8 ・ 2 ( 7 【 株 式 】 & 5 , 俐 【 株 ド 皿 ( 闕 洋 社 0 ・ い 株 日 務 ) く 牡 〉 市 自 社 取 "" 持 ー そ な 行",".8・2(7【株式】&5,俐【株ド皿(闕洋社0・い株日務)く牡〉市自社取""持ーそな行",".8・2(7【株式】&5,俐【株ド皿(闕洋社0・い株日務)く牡〉市自社取""持ーそな行",0
1833,1833.T,奥村組,建設業,theme_bodyleft,割 庸 団 凵 & ロ バ コ 期 幻 幻 例 2 ス 皿 22 典 哂 効 定 加 加 砌 日 会 日 読 株 に 険 ー ) ー 0 「 變 町 不 「 、 」 → ラ モ ン ー 【 日 自 日 自 り 仆 リ ・ ス 外 投 性 4 既 42 礙 金 債 & 31 第 」 い 安 4 ・ 1 7 ' 5 7 住,割庸団凵&ロバコ期幻幻例2ス皿22典哂効定加加砌日会日読株に険ー)ー0「變町不「、」→ラモンー【日自日自り仆リ・ス外投性4既42礙金債&31第」い安4・17'57住,割庸団凵&ロバコ期幻幻例2ス皿22典哂効定加加砌日会日読株に険ー)ー0「變町不「、」→ラモンー【日自日自り仆リ・ス外投性4既42礙金債&31第」い安4・17'57住,0
1835,1835.T,東鉄工業,建設業,theme_tight,"5 7 【 株 ょ & ー 【 株 ド 務 く > リ ・ カ ス ト デ 日 - マ ス タ ー 東 一 本 旅 ー 7 社 ( 自 己 じ ・ ・ 本 0 , 4 四 日 本 電 設 ー 物 社 社 員 明 ′ 田 ゑ 一 ィ , 日 本 価","57【株ょ&ー【株ド務く>リ・カストデ日-マスター東一本旅ー7社(自己じ・・本0,4四日本電設ー物社社員明′田ゑ一ィ,日本価","57【株ょ&ー【株ド務く>リ・カストデ日-マスター東一本旅ー7社(自己じ・・本0,4四日本電設ー物社社員明′田ゑ一ィ,日本価",0
1840,1840.T,土屋ホールディングス,建設業,theme_bodyleft,"ー 5 ー 2 02 ー 7 0.5 2 ー 2.7 東 S 93 、 【 株 式 】 & 7 石 【 株 1 , 名 く な 10 〉 庸 嬲 1 調 株 益 2 刈 四 一 1 ROA 住 予 2 l•. 和 子 74 2 3 幻 【 指 標 等 】 く ー の 北 海 行 1 2 響 「 5 , 自 社 ( 己 株 ロ ) 石 よ 0 92 よ 5 7 , 4 本 比 4 ー 自 社 グ ル ー プ 取 引 先 株 会 12 4. Ⅱ 己 資 本 乢 6 北 洋 銀 行 1 明 75 24 阜 1 → い 24 一 〉 自 社 グ ル ー プ 従 業 員 れ 株 , 、","ー5ー202ー70.52ー2.7東S93、【株式】&7石【株1,名くな10〉庸嬲1調株益2刈四一1ROA住予2l•.和子7423幻【指標等】くーの北海行12響「5,自社(己株ロ)石よ092よ57,4本比4ー自社グループ取引先株会124.Ⅱ己資本乢6北洋銀行1明7524阜1→い24一〉自社グループ従業員れ株,、","ー5ーー70.52ー2.7東S93、【株式】&7石【株1,名くな10〉庸嬲1調株益2刈四一1の北海行12響「5,自社(己株ロ)石よよ57,4本比4ー自社グループ取引先株会.Ⅱ己資本乢6北洋銀行1明阜1→い24一〉自社グループ従業員れ株,、",1
